cash_type,money,timestamp,coffee_name_americano,coffee_name_americano with milk,coffee_name_cappuccino,coffee_name_cocoa,coffee_name_cortado,coffee_name_espresso,coffee_name_hot chocolate,coffee_name_latte
0,38.7,1713373360,False,False,True,False,False,False,False,False
0,28.9,1713377643,False,False,False,False,True,False,False,False
0,28.9,1713439141,True,False,False,False,False,False,False,False
0,28.9,1713439205,True,False,False,False,False,False,False,False
0,33.8,1713448152,False,True,False,False,False,False,False,False
0,28.9,1713448217,False,False,False,False,True,False,False,False
0,38.7,1713450859,False,False,True,False,False,False,False,False
0,38.7,1713450949,False,False,False,False,False,False,False,True
0,38.7,1713462255,False,False,False,False,False,False,False,True
0,38.7,1713464465,False,False,True,False,False,False,False,False
0,38.7,1713469191,False,False,False,False,False,False,True,False
0,38.7,1713469248,False,False,False,False,False,False,True,False
0,38.7,1713521436,False,False,False,False,False,False,False,True
0,33.8,1713532307,False,True,False,False,False,False,False,False
0,38.7,1713532400,False,False,True,False,False,False,False,False
0,38.7,1713535134,False,False,False,False,False,False,True,False
0,38.7,1713535189,False,False,True,False,False,False,False,False
0,38.7,1713550999,False,False,False,True,False,False,False,False
0,33.8,1713551133,False,True,False,False,False,False,False,False
1,35.0,1713612282,False,True,False,False,False,False,False,False
0,33.8,1713614915,False,True,False,False,False,False,False,False
0,33.8,1713614982,False,True,False,False,False,False,False,False
0,28.9,1713618517,True,False,False,False,False,False,False,False
0,33.8,1713618587,False,True,False,False,False,False,False,False
0,38.7,1713618655,False,False,False,False,False,False,True,False
0,38.7,1713624258,False,False,True,False,False,False,False,False
0,33.8,1713625860,False,True,False,False,False,False,False,False
0,32.82,1713626560,False,True,False,False,False,False,False,False
0,32.82,1713628165,False,True,False,False,False,False,False,False
1,39.0,1713632877,False,False,False,True,False,False,False,False
0,37.72,1713637661,False,False,True,False,False,False,False,False
0,37.72,1713637726,False,False,True,False,False,False,False,False
0,37.72,1713641455,False,False,False,False,False,False,False,True
0,37.72,1713698205,False,False,False,False,False,False,False,True
0,27.92,1713708937,True,False,False,False,False,False,False,False
1,39.0,1713719343,False,False,True,False,False,False,False,False
0,27.92,1713784156,True,False,False,False,False,False,False,False
0,32.82,1713785367,False,True,False,False,False,False,False,False
1,39.0,1713811233,False,False,False,False,False,False,False,True
0,37.72,1713814744,False,False,False,False,False,False,False,True
1,39.0,1713816149,False,False,True,False,False,False,False,False
0,37.72,1713882155,False,False,True,False,False,False,False,False
0,32.82,1713882233,False,True,False,False,False,False,False,False
0,37.72,1713882297,False,False,True,False,False,False,False,False
0,32.82,1713901347,False,True,False,False,False,False,False,False
0,32.82,1713901406,False,True,False,False,False,False,False,False
0,37.72,1713953978,False,False,False,False,False,False,False,True
0,32.82,1713954087,False,True,False,False,False,False,False,False
0,32.82,1713957826,False,True,False,False,False,False,False,False
0,32.82,1713958406,False,True,False,False,False,False,False,False
0,32.82,1713962349,False,True,False,False,False,False,False,False
0,32.82,1713976747,False,True,False,False,False,False,False,False
0,32.82,1713987589,False,True,False,False,False,False,False,False
0,37.72,1713987654,False,False,True,False,False,False,False,False
0,27.92,1714041968,True,False,False,False,False,False,False,False
0,37.72,1714058306,False,False,False,False,False,False,False,True
0,27.92,1714064983,True,False,False,False,False,False,False,False
0,27.92,1714065049,True,False,False,False,False,False,False,False
0,37.72,1714126370,False,False,False,False,False,False,False,True
0,37.72,1714132890,False,False,False,False,False,False,False,True
0,37.72,1714138288,False,False,True,False,False,False,False,False
0,27.92,1714145555,True,False,False,False,False,False,False,False
0,27.92,1714145613,True,False,False,False,False,False,False,False
0,27.92,1714148606,False,False,False,False,True,False,False,False
0,27.92,1714148673,True,False,False,False,False,False,False,False
0,37.72,1714159927,False,False,False,False,False,False,True,False
0,37.72,1714160010,False,False,False,True,False,False,False,False
0,37.72,1714231620,False,False,True,False,False,False,False,False
0,37.72,1714300372,False,False,False,False,False,False,False,True
0,37.72,1714307409,False,False,True,False,False,False,False,False
0,27.92,1714328828,True,False,False,False,False,False,False,False
0,27.92,1714328891,True,False,False,False,False,False,False,False
0,37.72,1714328942,False,False,False,False,False,False,False,True
0,27.92,1714389991,False,False,False,False,True,False,False,False
0,27.92,1714397276,True,False,False,False,False,False,False,False
0,27.92,1714397333,False,False,False,False,True,False,False,False
0,27.92,1714398815,False,False,False,False,True,False,False,False
0,32.82,1714398864,False,True,False,False,False,False,False,False
0,37.72,1714415868,False,False,True,False,False,False,False,False
0,37.72,1714417953,False,False,True,False,False,False,False,False
0,37.72,1714418017,False,False,True,False,False,False,False,False
0,37.72,1714472201,False,False,False,False,False,False,False,True
0,32.82,1714473292,False,True,False,False,False,False,False,False
0,32.82,1714473347,False,True,False,False,False,False,False,False
0,27.92,1714484512,True,False,False,False,False,False,False,False
0,32.82,1714484579,False,True,False,False,False,False,False,False
0,37.72,1714504758,False,False,True,False,False,False,False,False
0,32.82,1714505404,False,True,False,False,False,False,False,False
0,37.72,1714505480,False,False,False,False,False,False,False,True
0,27.92,1714646035,True,False,False,False,False,False,False,False
1,39.0,1714649397,False,False,False,False,False,False,False,True
0,32.82,1714657779,False,True,False,False,False,False,False,False
0,37.72,1714674982,False,False,True,False,False,False,False,False
0,32.82,1714675271,False,True,False,False,False,False,False,False
0,37.72,1714677513,False,False,False,False,False,False,False,True
0,37.72,1714677596,False,False,True,False,False,False,False,False
1,39.0,1714731113,False,False,False,False,False,False,False,True
0,37.72,1714746600,False,False,False,False,False,False,False,True
0,37.72,1714755804,False,False,False,False,False,False,False,True
0,27.92,1714989917,True,False,False,False,False,False,False,False
0,37.72,1714990011,False,False,True,False,False,False,False,False
0,32.82,1714990085,False,True,False,False,False,False,False,False
0,27.92,1714990147,True,False,False,False,False,False,False,False
0,27.92,1714991952,False,False,False,False,True,False,False,False
1,29.0,1714995260,True,False,False,False,False,False,False,False
0,27.92,1715001490,False,False,False,False,True,False,False,False
0,27.92,1715001540,True,False,False,False,False,False,False,False
0,37.72,1715023092,False,False,True,False,False,False,False,False
0,37.72,1715023189,False,False,True,False,False,False,False,False
0,37.72,1715078695,False,False,False,True,False,False,False,False
0,27.92,1715080918,False,False,False,False,True,False,False,False
0,27.92,1715088214,False,False,False,False,True,False,False,False
0,37.72,1715100127,False,False,False,True,False,False,False,False
0,27.92,1715100938,True,False,False,False,False,False,False,False
0,37.72,1715103466,False,False,True,False,False,False,False,False
0,37.72,1715103528,False,False,False,False,False,False,False,True
1,34.0,1715106937,False,True,False,False,False,False,False,False
0,37.72,1715109132,False,False,True,False,False,False,False,False
0,37.72,1715109192,False,False,True,False,False,False,False,False
0,37.72,1715162848,False,False,False,False,False,False,False,True
0,37.72,1715259261,False,False,True,False,False,False,False,False
0,27.92,1715259838,True,False,False,False,False,False,False,False
0,37.72,1715259897,False,False,False,False,False,False,False,True
0,37.72,1715259971,False,False,False,False,False,False,False,True
0,37.72,1715260036,False,False,False,False,False,False,False,True
0,27.92,1715273714,True,False,False,False,False,False,False,False
0,27.92,1715273774,True,False,False,False,False,False,False,False
0,27.92,1715277689,True,False,False,False,False,False,False,False
0,32.82,1715278436,False,True,False,False,False,False,False,False
1,39.0,1715335761,False,False,False,False,False,False,False,True
0,37.72,1715355981,False,False,False,False,False,False,False,True
0,37.72,1715356052,False,False,False,False,False,False,False,True
1,34.0,1715358015,False,True,False,False,False,False,False,False
0,37.72,1715427592,False,False,False,False,False,False,False,True
1,39.0,1715446963,False,False,False,False,False,False,False,True
0,32.82,1715448030,False,True,False,False,False,False,False,False
0,37.72,1715448116,False,False,False,True,False,False,False,False
0,37.72,1715448237,False,False,True,False,False,False,False,False
0,32.82,1715448534,False,True,False,False,False,False,False,False
0,37.72,1715452540,False,False,True,False,False,False,False,False
0,37.72,1715456296,False,False,False,False,False,False,False,True
0,37.72,1715509242,False,False,False,False,False,False,False,True
0,37.72,1715520243,False,False,False,False,False,False,False,True
0,27.92,1715520459,True,False,False,False,False,False,False,False
0,37.72,1715526979,False,False,False,False,False,False,False,True
0,32.82,1715528282,False,True,False,False,False,False,False,False
0,32.82,1715529134,False,True,False,False,False,False,False,False
0,32.82,1715529861,False,True,False,False,False,False,False,False
0,32.82,1715542890,False,True,False,False,False,False,False,False
0,32.82,1715598233,False,True,False,False,False,False,False,False
1,29.0,1715614270,True,False,False,False,False,False,False,False
1,29.0,1715614310,True,False,False,False,False,False,False,False
0,27.92,1715675894,True,False,False,False,False,False,False,False
0,27.92,1715675965,True,False,False,False,False,False,False,False
0,27.92,1715676017,True,False,False,False,False,False,False,False
0,37.72,1715681963,False,False,True,False,False,False,False,False
0,37.72,1715686349,False,False,False,False,False,False,False,True
0,37.72,1715686452,False,False,True,False,False,False,False,False
0,37.72,1715695494,False,False,True,False,False,False,False,False
0,32.82,1715695560,False,True,False,False,False,False,False,False
0,27.92,1715698914,True,False,False,False,False,False,False,False
0,32.82,1715705877,False,True,False,False,False,False,False,False
0,37.72,1715705950,False,False,True,False,False,False,False,False
0,37.72,1715727085,False,False,False,False,False,False,True,False
0,37.72,1715762405,False,False,False,False,False,False,False,True
0,23.02,1715771659,False,False,False,False,False,True,False,False
0,27.92,1715771950,True,False,False,False,False,False,False,False
0,27.92,1715780075,True,False,False,False,False,False,False,False
0,27.92,1715780129,True,False,False,False,False,False,False,False
0,27.92,1715780187,True,False,False,False,False,False,False,False
0,32.82,1715781328,False,True,False,False,False,False,False,False
1,29.0,1715783890,True,False,False,False,False,False,False,False
0,27.92,1715783932,False,False,False,False,True,False,False,False
0,27.92,1715783984,False,False,False,False,True,False,False,False
0,23.02,1715794138,False,False,False,False,False,True,False,False
0,37.72,1715804434,False,False,True,False,False,False,False,False
0,32.82,1715855922,False,True,False,False,False,False,False,False
0,32.82,1715855989,False,True,False,False,False,False,False,False
1,39.0,1715859770,False,False,False,False,False,False,False,True
1,39.0,1715859860,False,False,True,False,False,False,False,False
0,32.82,1715861640,False,True,False,False,False,False,False,False
0,37.72,1715872516,False,False,False,False,False,False,True,False
0,37.72,1715881471,False,False,False,False,False,False,False,True
0,37.72,1715883176,False,False,False,False,False,False,True,False
0,37.72,1715883238,False,False,False,False,False,False,False,True
0,27.92,1715936448,True,False,False,False,False,False,False,False
0,32.82,1715945427,False,True,False,False,False,False,False,False
1,34.0,1715957883,False,True,False,False,False,False,False,False
0,32.82,1715975718,False,True,False,False,False,False,False,False
0,37.72,1715975806,False,False,True,False,False,False,False,False
